ID,ENTRYTYPE,author,title,year,journal,booktitle,doi,url,abstract,pages
10.1145/3723178,proceedings,,ICCA '24: Proceedings of the 3rd International Conference on Computing Advancements,2024,,,,,,
10.1613/jair.1.16882,article,"Chen, Jennifer J.","A Scoping Study on AI Affordances in Early Childhood Education: Mapping the Global Landscape, Identifying Research Gaps, and  Charting Future Research Directions",2025,J. Artif. Int. Res.,,10.1613/jair.1.16882,https://doi.org/10.1613/jair.1.16882,"Artificial intelligence (AI), manifested in the forms of technologies, systems, tools, and applications, has advanced rapidly, especially in recent years. It has permeated many aspects of human behavior and nearly all sectors of society, such as healthcare and education. In the context of early childhood education (ECE), AI has afforded valuable opportunities that directly and indirectly enhance children’s learning and development. While there are already two existing reviews of the literature on AI in ECE, they show either a lack of descriptive information concerning selected studies or inconsistencies between inclusion/exclusion criteria and selected studies, thereby raising concerns about their rigor. Representing a more methodologically rigorous effort and a significant contribution to the field of AI in ECE, this scoping study aimed to achieve three main goals: (1) “mapping” the global landscape of the current extent, range, and nature of relevant studies on the affordances of AI for use in ECE, (2) identifying potential research gaps, and (3) charting future research directions. Specifically, it addressed this overarching research question: What is the global landscape of the current state of knowledge concerning the affordances of AI for use in ECE? Specifically, the state of knowledge here refers to three aspects: (1) extent, (2) range, and (3) nature. First, regarding the extent aspect, the empirical knowledge was derived from 18 research articles in 11 countries and 16 peer-reviewed academic journals between 2005 and 2023, with 14 of these articles published in the past four years (2020–2023). Second, with respect to the range of study populations, it covered 15,081 children in early childhood (ages 2 to 8 years) across these 11 countries. Third, thematic analysis of these studies revealed four areas of AI affordances: (1) AI as tangible and intangible tools for interactive learning and information retrieval, (2) AI as technology for predicting/classifying children’s conditions, (3) AI as the object for learning by adapting to and personalizing children’s learning, and (4) AI as the subject for children's learning about it. Based on these findings, this scoping review identified three research gaps for future studies: (1) interviewing and/or surveying education stakeholders (parents, educators, policymakers) to explore the affordances of appropriate AI for use with, by, and for children bearing ethical considerations; (2) conducting group comparisons to investigate contextual factors contributing to the “AI divide” among children from different socioeconomic backgrounds; and (3) comparing sociocultural influences on AI use in ECE across cultures.",
10.1145/3652037,proceedings,,PETRA '24: Proceedings of the 17th International Conference on PErvasive Technologies Related to Assistive Environments,2024,,,,,,
10.1145/3593434,proceedings,,EASE '23: Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering,2023,,,,,,
10.1145/3686038,proceedings,,TAS '24: Proceedings of the Second International Symposium on Trustworthy Autonomous Systems,2024,,,,,,
10.1145/3673805,proceedings,,ECCE '24: Proceedings of the European Conference on Cognitive Ergonomics 2024,2024,,,,,,
10.1145/3584376,proceedings,,"RICAI '22: Proceedings of the 2022 4th International Conference on Robotics, Intelligent Control and Artificial Intelligence",2022,,,,,,
10.1145/3656374,article,"Kucherenko *, Taras and Wolfert *, Pieter and Yoon *, Youngwoo and Viegas, Carla and Nikolov, Teodor and Tsakov, Mihail and Henter, Gustav Eje",Evaluating Gesture Generation in a Large-scale Open Challenge: The GENEA Challenge 2022,2024,ACM Trans. Graph.,,10.1145/3656374,https://doi.org/10.1145/3656374,"This article reports on the second GENEA Challenge to benchmark data-driven automatic co-speech gesture generation. Participating teams used the same speech and motion dataset to build gesture-generation systems. Motion generated by all these systems was rendered to video using a standardised visualisation pipeline and evaluated in several large, crowdsourced user studies. Unlike when comparing different research articles, differences in results are here only due to differences between methods, enabling direct comparison between systems. The dataset was based on 18 hours of full-body motion capture, including fingers, of different persons engaging in a dyadic conversation. Ten teams participated in the challenge across two tiers: full-body and upper-body gesticulation. For each tier, we evaluated both the human-likeness of the gesture motion and its appropriateness for the specific speech signal. Our evaluations decouple human-likeness from gesture appropriateness, which has been a difficult problem in the field.The evaluation results show some synthetic gesture conditions being rated as significantly more human-like than 3D human motion capture. To the best of our knowledge, this has not been demonstrated before. On the other hand, all synthetic motion is found to be vastly less appropriate for the speech than the original motion-capture recordings. We also find that conventional objective metrics do not correlate well with subjective human-likeness ratings in this large evaluation. The one exception is the Fr\'{e}chet gesture distance (FGD), which achieves a Kendall’s tau rank correlation of around -0.5. Based on the challenge results we formulate numerous recommendations for system building and evaluation.",
10.1145/3689050,proceedings,,"TEI '25: Proceedings of the Nineteenth International Conference on Tangible, Embedded, and Embodied Interaction",2025,,,,,,
10.1145/3658852,proceedings,,MOCO '24: Proceedings of the 9th International Conference on Movement and Computing,2024,,,,,,
10.1145/3702468,proceedings,,ICRSA '24: Proceedings of the 2024 7th International Conference on Robot Systems and Applications,2024,,,,,,
10.1145/3590837,proceedings,,ICIMMI '22: Proceedings of the 4th International Conference on Information Management &amp; Machine Intelligence,2022,,,,,,
10.1145/3644815,proceedings,,CAIN '24: Proceedings of the IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI,2024,,,,,"The goal of the CAIN Conference Series is to bring together researchers and practitioners in software engineering, data science, and artificial intelligence (AI) as part of a growing community that is targeting the challenges of Software Engineering for AI-enabled systems.",
10.1145/3641554,proceedings,,SIGCSETS 2025: Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,,,,,"Welcome to the 56th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2025)! For the first time since 1978, our symposium is being held in the ""Steel City"" of Pittsburgh, Pennsylvania, at the intersection of the Allegheny, Ohio, and Monongahela rivers. We are looking forward to four days of productive and informative presentations, vibrant and engaging discussions, and an overall wonderful experience with our SIGCSE community members. We are confident that our program of events provides meaningful and productive experiences for all.Our theme for this year is ""Leading the Transformation"". Our theme reflects the role of the computer science education community in adapting educational practice to new technologies and challenges. With advances in Artificial Intelligence (AI) transforming both academia and the workplace, the computer science education community has a unique opportunity to help shape the future use and application of computing. Our program this year is quite diverse and offers something for everyone, so please take time to peruse the schedule and choose the sessions which appeal to you. Pittsburgh is also an exciting city with lots to see and do, so you are encouraged to enjoy all the city has to offer.The format of the 2025 Technical Symposium is similar to 2024 in many ways. We will once again have a program that extends into Saturday afternoon, including papers and the Nifty Assignment session after lunch. We will also again have three Birds-of-a-Feather sessions, two on Thursday evening and one during lunch on Friday. For online attendees, we will continue to offer streaming of keynotes, the Nifty Assignment session, the First-Timers Lunch presentation, and a small set of paper, panel, and special sessions.This year we received almost 1200 submissions. Submission statistics for all of the Technical Symposium's tracks can be found in the table that follows. Papers were submitted to one of three tracks (Computing Education Research, Experience Reports and Tools, Position and Curricula Initiatives) with reviewing tailored to each track. Each paper submission was reviewed by at least three reviewers, with a substantial proportion of papers receiving four (or more) reviews, plus a meta review. We sincerely appreciate the work of the more than 800 reviewers and 112 Associate Program Chairs who contributed to the creation of this years' program. Their reviews helped us decide which submissions were accepted while also providing detailed feedback that allowed authors to further improve the final versions of their submissions.",
10.1145/3544548.3581296,inproceedings,"Scott, Ava Elizabeth and Neumann, Daniel and Niess, Jasmin and Wo\'{z}niak, Pawe\l{} W.",Do You Mind? User Perceptions of Machine Consciousness,2023,,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,10.1145/3544548.3581296,https://doi.org/10.1145/3544548.3581296,"The prospect of machine consciousness cultivates controversy across media, academia, and industry. Assessing whether non-experts perceive technologies as conscious, and exploring the consequences of this perception, are yet unaddressed challenges in Human Computer Interaction (HCI). To address them, we surveyed 100 people, exploring their conceptualisations of consciousness and if and how they perceive consciousness in currently available interactive technologies. We show that many people already perceive a degree of consciousness in GPT-3, a voice chat bot, and a robot vacuum cleaner. Within participant responses we identified dynamic tensions between denial and speculation, thinking and feeling, interaction and experience, control and independence, and rigidity and spontaneity. These tensions can inform future research into perceptions of machine consciousness and the challenges it represents for HCI. With both empirical and theoretical contributions, this paper emphasises the importance of HCI in an era of machine consciousness, real, perceived or denied.",
10.1145/3610419,proceedings,,AIR '23: Proceedings of the 2023 6th International Conference on Advances in Robotics,2023,,,,,,
10.1145/3544548.3580799,inproceedings,"Zhou, Ran and Schwemler, Zachary and Baweja, Akshay and Sareen, Harpreet and Hunt, Casey Lee and Leithinger, Daniel",TactorBots: A Haptic Design Toolkit for Out-of-lab Exploration of Emotional Robotic Touch,2023,,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,10.1145/3544548.3580799,https://doi.org/10.1145/3544548.3580799,"Emerging research has demonstrated the viability of emotional communication through haptic technology inspired by interpersonal touch. However, the meaning-making of artificial touch remains ambiguous and contextual. We see this ambiguity caused by robotic touch’s ""otherness"" as an opportunity for exploring alternatives. To empower emotional haptic design in longitudinal out-of-lab exploration, we devise TactorBots, a design toolkit consisting of eight wearable hardware modules for rendering robotic touch gestures controlled by a web-based software application. We deployed TactorBots to thirteen designers and researchers to validate its functionality, characterize its design experience, and analyze what, how, and why alternative perceptions, practices, contexts, and metaphors would emerge in the experiment. We provide suggestions for designing future toolkits and field studies based on our experiences. Reflecting on the findings, we derive design implications for further enhancing the ambiguity and shifting the mindsets to expand the design space.",
10.1145/3627050,proceedings,,IoT '23: Proceedings of the 13th International Conference on the Internet of Things,2023,,,,,,
10.1145/3605390,proceedings,,CHItaly '23: Proceedings of the 15th Biannual Conference of the Italian SIGCHI Chapter,2023,,,,,,
10.1145/3698061,proceedings,,C&amp;C '25: Proceedings of the 2025 Conference on Creativity and Cognition,2025,,,,,,
10.1145/3663547,proceedings,,ASSETS '25: Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,2025,,,,,,
10.1145/3647444,proceedings,,ICIMMI '23: Proceedings of the 5th International Conference on Information Management &amp; Machine Intelligence,2023,,,,,,
10.1145/3674912,proceedings,,CompSysTech '24: Proceedings of the International Conference on Computer Systems and Technologies 2024,2024,,,,,,
10.1145/3679318,proceedings,,NordiCHI '24: Proceedings of the 13th Nordic Conference on Human-Computer Interaction,2024,,,,,,
10.1145/3717511,proceedings,,IVA '25: Proceedings of the 25th ACM International Conference on Intelligent Virtual Agents,2025,,,,,,
10.1145/3747327,proceedings,,ICMI '25 Companion: Companion Proceedings of the 27th International Conference on Multimodal Interaction,2025,,,,,,
10.1145/3749012,proceedings,,CHIGreece '25: Proceedings of the 3rd International Conference of the ACM Greek SIGCHI Chapter,2025,,,,,,
10.1145/3597512,proceedings,,TAS '23: Proceedings of the First International Symposium on Trustworthy Autonomous Systems,2023,,,,,,
10.1145/3759355,proceedings,,IntRob '25: Proceedings of the Intelligent Robotics FAIR 2025,2025,,,,,,
10.1145/3586182,proceedings,,UIST '23 Adjunct: Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,2023,,,,,,
10.1145/3715669,proceedings,,ETRA '25: Proceedings of the 2025 Symposium on Eye Tracking Research and Applications,2025,,,,,,
10.1145/3649921,proceedings,,FDG '24: Proceedings of the 19th International Conference on the Foundations of Digital Games,2024,,,,,,
10.1145/3628096,proceedings,,AfriCHI '23: Proceedings of the 4th African Human Computer Interaction Conference,2023,,,,,,
10.1145/3709026,proceedings,,CSAI '24: Proceedings of the 2024 8th International Conference on Computer Science and Artificial Intelligence,2024,,,,,,
10.1145/3604321,proceedings,,IMXw '23: Proceedings of the 2023 ACM International Conference on Interactive Media Experiences Workshops,2023,,,,,,
10.1145/3685073,proceedings,,"RCVE '24: Proceedings of the 2024 2nd International Conference on Robotics, Control and Vision Engineering",2024,,,,,,
10.1145/3610661,proceedings,,ICMI '23 Companion: Companion Publication of the 25th International Conference on Multimodal Interaction,2023,,,,,,
10.1145/3712623,proceedings,,AAIA '24: Proceedings of the 2024 2nd International Conference on Advances in Artificial Intelligence and Applications,2024,,,,,,
10.1145/3664476,proceedings,,"ARES '24: Proceedings of the 19th International Conference on Availability, Reliability and Security",2024,,,,,,
10.1145/3640544,proceedings,,IUI '24 Companion: Companion Proceedings of the 29th International Conference on Intelligent User Interfaces,2024,,,,,,
10.1145/3663548,proceedings,,ASSETS '24: Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility,2024,,,,,,
10.1145/3715275,proceedings,,"FAccT '25: Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",2025,,,,,,
10.1145/3708359,proceedings,,IUI '25: Proceedings of the 30th International Conference on Intelligent User Interfaces,2025,,,,,,
10.1145/3715668,proceedings,,DIS '25 Companion: Companion Publication of the 2025 ACM Designing Interactive Systems Conference,2025,,,,,,
10.5555/3643142,proceedings,,WSC '23: Proceedings of the Winter Simulation Conference,2023,,,,,,
10.1145/3664934,proceedings,,ICIEI '24: Proceedings of the 2024 9th International Conference on Information and Education Innovations,2024,,,,,,
10.1145/3613904,proceedings,,CHI '24: Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,2024,,,,,,
10.1145/3665689,proceedings,,BIC '24: Proceedings of the 2024 4th International Conference on Bioinformatics and Intelligent Computing,2024,,,,,,
10.1145/3758871,proceedings,,CHCHI '24: Proceedings of the Twelfth International Symposium of Chinese CHI,2024,,,,,,
10.1145/3615335,proceedings,,SIGDOC '23: Proceedings of the 41st ACM International Conference on Design of Communication,2023,,,,,,
10.1145/3675417,proceedings,,DEAI '24: Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Digital Economy and Artificial Intelligence,2024,,,,,,
10.1145/3699682,proceedings,,"UMAP '25: Proceedings of the 33rd ACM Conference on User Modeling, Adaptation and Personalization",2025,,,,,,
10.1145/3591196,proceedings,,C&amp;C '23: Proceedings of the 15th Conference on Creativity and Cognition,2023,,,,,,
10.1145/3640794,proceedings,,CUI '24: Proceedings of the 6th ACM Conference on Conversational User Interfaces,2024,,,,,,
10.5555/3635637,proceedings,,AAMAS '24: Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,2024,,,,,"Welcome to AAMAS-2024, the 23th edition of the International Conference on Autonomous Agents and Multiagent Systems!AAMAS is the largest and most influential conference in the area of agents and multiagent systems, bringing together researchers and practitioners in all areas of agent technology and providing an internationally renowned high-profile forum for publishing and finding out about the latest developments in the field. AAMAS is the flagship conference of the non-profit International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS).After two attempts to hold AAMAS in New Zealand for the first time, which were forced online by the COVID19 pandemic, we are happy that the 2024 edition finally comes to Auckland, New Zealand. Previous editions were held in Bologna (2002), Melbourne (2003), New York (2004), Utrecht (2005), Hakodate (2006), Honolulu (2007), Estoril (2008), Budapest (2009), Toronto (2010), Taipei (2011), Valencia (2012), Saint Paul (2013), Paris (2014), Istanbul (2015), Singapore (2016), Sao Paulo (2017), Stockholm (2018), Montreal (2019), Auckland/online (2020), London/online (2021), Auckland/online (2022), and London (2023).",
10.1145/3757940,proceedings,,ICCIR '25: Proceedings of the 2025 5th International Conference on Control and Intelligent Robotics,2025,,,,,,
10.1145/3594315,proceedings,,ICCAI '23: Proceedings of the 2023 9th International Conference on Computing and Artificial Intelligence,2023,,,,,,
10.1145/3544548,proceedings,,CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,,,,,,
10.1145/3641825,proceedings,,VRST '24: Proceedings of the 30th ACM Symposium on Virtual Reality Software and Technology,2024,,,,,,
10.1145/3584931,proceedings,,CSCW '23 Companion: Companion Publication of the 2023 Conference on Computer Supported Cooperative Work and Social Computing,2023,,,,,,
10.1145/3643663,proceedings,,RoSE '24: Proceedings of the 2024 ACM/IEEE 6th International Workshop on Robotics Software Engineering,2024,,,,,"Software engineering is a crucial enabler for successful deployment of robotic applications. However, much of the research that is advancing the state of the art in robotics software engineering is dispersed across numerous conferences that are either primarily attended by robotics researchers and practitioners (e.g., ICRA, IROS, SIMPAR) or attended mostly by software engineering researchers and practitioners (e.g., ICSE, FSE, MODELS). At robotics conferences, software engineering lacks visibility and vice versa.RoSE brings together researchers and practitioners from both domains at a prominent conference to foster crossfertilization between the two domains. Through a combination of presentations, papers, and discussions, RoSE helps researchers within the budding field of robotics software engineering to learn more about the challenges faced by robotics practitioners that (i) require further research from the software engineering community or (ii) are already solved but solutions have not yet been widely adopted by practitioners.",
10.1145/3702038,proceedings,,IHC '24: Proceedings of the XXIII Brazilian Symposium on Human Factors in Computing Systems,2024,,,,,,
10.1145/3603178,book,"Talia, Domenico",From Algorithms to Thinking Machines: The New Digital Power,2023,,,,,"This book introduces and provides an analysis of the basic concepts of algorithms, data, and computation and discusses the role of algorithms in ruling and shaping our world. It provides a clear understanding of the power and impact on humanity of the pervasive use of algorithms.From Algorithms to Thinking Machines combines a layman’s approach with a well-founded scientific description to discuss both principles and applications of algorithms, Big Data, and machine intelligence. The book provides a clear and deep description of algorithms, software systems, data-driven applications, machine learning, and data science concepts, as well as the evolution and impact of artificial intelligence.After introducing computing concepts, the book examines the relationships between algorithms and human work, discussing how jobs are being affected and how computers and software programs are influencing human life and the labor sphere. Topics such as value alignment, collective intelligence, Big Data impact, automatic decision methods, social control, and political uses of algorithms are illustrated and discussed at length without excessive technical detail. Issues related to how corporations, governments, and autocratic regimes are exploiting algorithms and machine intelligence methods to influence people, laws, and markets are extensively addressed. Ethics principles in software programming and human value insertion into artificial intelligence algorithms are also discussed.",
10.1145/3616961,proceedings,,Mindtrek '23: Proceedings of the 26th International Academic Mindtrek Conference,2023,,,,,,
10.1145/3707640,proceedings,,CHIWORK '25 Adjunct: Adjunct Proceedings of the 4th Annual Symposium on Human-Computer Interaction for Work,2025,,,,,"Welcome to CHIWORK 2025, the 4th Annual Symposium on Human-Computer Interaction for Work to be held at Centrum Wiskunde &amp; Informatica (CWI) in Amsterdam, The Netherlands.CHIWORK is the annual symposium that aims to grow our understanding of how Human-Computer Interaction (HCI) will support work in the future. Advances in Computing technology are rapidly changing the way we work. Human-computer interaction (HCI) is a critical aspect of this ongoing change, as a way to support workers in successfully navigating fast-paced changes in working environments, which might include novel computing devices, new sensing and work(er) wellbeing and performance measurement techniques, interacting with AI agents, and the new roles for people in work environments where automation is increasing.",
10.1145/3571884,proceedings,,CUI '23: Proceedings of the 5th International Conference on Conversational User Interfaces,2023,,,,,,
10.1145/3727648,proceedings,,"CAICE '25: Proceedings of the 4th International Conference on Computer, Artificial Intelligence and Control Engineering",2025,,,,,,
10.1145/3629606,proceedings,,CHCHI '23: Proceedings of the Eleventh International Symposium of Chinese CHI,2023,,,,,,
10.1145/3615522,proceedings,,VINCI '23: Proceedings of the 16th International Symposium on Visual Information Communication and Interaction,2023,,,,,,
10.5555/3715674,proceedings,,"SC-W '24: Proceedings of the SC '24 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",2024,,,,,,
10.1145/3643691,proceedings,,RAIE '24: Proceedings of the 2nd International Workshop on Responsible AI Engineering,2024,,,,,"RAIE'24 provides a platform for researchers, innovators, and industry leaders to exchange insights on the current and future landscape of responsible AI engineering. The workshop aims to foster interdisciplinary collaboration, bringing together professionals from fields like software engineering, AI, and social science. Our goal is to address the comprehensive challenges of developing AI systems responsibly and to inspire an increasing number of researchers to contribute to this vital field.",
10.1145/3704137,proceedings,,ICAAI '24: Proceedings of the 2024 8th International Conference on Advances in Artificial Intelligence,2024,,,,,,
10.1145/3728985,proceedings,,ICRAI '24: Proceedings of the 2024 10th International Conference on Robotics and Artificial Intelligence,2024,,,,,,
10.1145/3617694,proceedings,,"EAAMO '23: Proceedings of the 3rd ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization",2023,,,,,,
10.1145/3640479,book,"Baecker, Ronald M. and Grudin, Jonathan",Digital Dreams Have Become Nightmares: What We Must Do,2024,,,,,"This book offers a compelling discussion of the digital dreams that have come true, their often unintended side effects (nightmares), and what must be done to counteract the nightmares. It is intended as an impetus to further conversation not only in homes and workplaces, but in academic courses and even legislative debates. Equally importantly, the book is a presentation of what digital technology professionals need to know about these topics and the actions they should undertake individually and in support of other citizens, societal initiatives, and government. The author begins by introducing the amazing progress made in digital technologies over the past 80 years. Pioneering engineers dreamed of potential uses of technology through their writing and technical achievements, further inspiring thousands of researchers to bring the dreams to life, and to dream new dreams as well. The second part of the book describes the myriad adverse side effects and unanticipated challenges that arose as those dreams were pursued and achieved. Examples include rampant misinformation on social media, ransomware, autonomous weapons, and the premature use of AI before it is reliable and safe.The book closes with a positive call to action, outlining ways to address the challenges through ethical career choices, careful analysis, thoughtful design, research, citizen engagement, legislation/regulation, and careful consideration of how bad actors may use technology. Readers of Digital Dreams Have Become Nightmares should become more knowledgeable, wiser, and also cautiously optimistic, determined to affect positive changes through their design, creation, and use of technology.“Are you feeling happy about the role of information technology in the world today? You should read this book for a dose of reality. Are you in despair about it? This book is the prescription for that condition, too! Nobody else could cover the landscape as Ron Baecker does.” - Clayton Lewis, Emeritus Professor, University of Colorado Boulder“This book is a captivating review of important computing developments. Many things talked about as new today have been around for a long time. Much can be learned from the past. The book also teaches a careful and consistent method that enables the reader to do this kind of work as the need arises. The book suggests the need will arise.” - John Leslie King, Emeritus Professor, University of Michigan",
10.1145/3581791,proceedings,,"MobiSys '23: Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services",2023,,,,,"On behalf of the entire organizing committee, it is with immense pleasure that we welcome you to the 21st ACM International Conference on Mobile Systems, Applications, and Services (ACM MobiSys 2023) hosted in Helsinki, Finland on June 18 - 22, 2023. ACM MobiSys is the leading conference in research on mobile systems, applications and services, and a flagship conference of ACM SIGMOBILE.",
10.1145/3729605,proceedings,,ICBDIE '25: Proceedings of the 2025 International Conference on Big Data and Informatization Education,2025,,,,,,
10.1145/3603555,proceedings,,MuC '23: Proceedings of Mensch und Computer 2023,2023,,,,,,
10.1145/3627915,proceedings,,CSAE '23: Proceedings of the 7th International Conference on Computer Science and Application Engineering,2023,,,,,,
10.1145/3613904.3642427,inproceedings,"Schneiders, Eike and Fourie, Christopher and Celestin, Stanley and Shah, Julie and Jung, Malte",Understanding Entrainment in Human Groups: Optimising Human-Robot Collaboration from Lessons Learned during Human-Human Collaboration,2024,,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642427,https://doi.org/10.1145/3613904.3642427,"Successful entrainment during collaboration positively affects trust, willingness to collaborate, and likeability towards collaborators. In this paper, we present a mixed-method study to investigate characteristics of successful entrainment leading to pair and group-based synchronisation. Drawing inspiration from industrial settings, we designed a fast-paced, short-cycle repetitive task. Using motion tracking, we investigated entrainment in both dyadic and triadic task completion. Furthermore, we utilise audio-video recordings and semi-structured interviews to contextualise participants’ experiences. This paper contributes to the Human-Computer/Robot Interaction (HCI/HRI) literature using a human-centred approach to identify characteristics of entrainment during pair- and group-based collaboration. We present five characteristics related to successful entrainment. These are related to the occurrence of entrainment, leader-follower patterns, interpersonal communication, the importance of the point-of-assembly, and the value of acoustic feedback. Finally, we present three design considerations for future research and design on collaboration with robots.",
10.1145/3640792,proceedings,,AutomotiveUI '24: Proceedings of the 16th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,2024,,,,,,
10.1145/3726302,proceedings,,SIGIR '25: Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,2025,,,,,"It is our great pleasure to welcome you to the 48th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval (ACM SIGIR 2025), taking place in Padova, Italy, from July 13th to July 18th, 2025.This year's conference continues its tradition of being the premier international forum for presenting cutting-edge research and showcasing innovative systems and techniques in the broad field of Information Retrieval.SIGIR 2025 is an in-person conference. We believe that holding the conference in person offers significant advantages, including richer opportunities for direct engagement and networking, a more dynamic exchange of research ideas, and a more welcoming environment for newcomers. To accommodate those who, in exceptional cases, are unable to attend in person, we have arranged for the option of proxy presenters (i.e. a qualified person presents on their behalf).This year's conference spans six days, beginning with a day dedicated to the Doctoral Consortium and Tutorial presentations. The following three days feature sessions comprising three Keynote Talks, full papers, short papers, resource and reproducibility papers, perspective papers, lowresources environments papers, system demonstrations, and an industry track (SIRIP). The program also features two Women in IR (WIR) activities (a panel and a poster session). Finally, the last day is devoted to Workshops aimed at fostering discussion and encouraging collaboration on emerging research topics in Information Retrieval, as well as to the LiveRag challenge, organized by the Technology Innovation Institute, and focused on Retrieval Augmented Generation. On Friday the 18th the ICTIR 2025 Conference takes place.Social highlights include a welcome reception, a conference dinner, a student luncheon and student party, as well as the WIR reception and the ICTIR Social Dinner.The SIGIR 2025 technical program is highlighted by three keynote presentations delivered by esteemed speakers, to whom we extend our sincere gratitude: Stephen Robertson (Girton College, Cambridge, UK), Iryna Gurevych (Technical University of Darmstadt, Germany), and Ophir Frieder (Georgetown University, Washington DC, USA).",
10.1145/3569009,proceedings,,"TEI '23: Proceedings of the Seventeenth International Conference on Tangible, Embedded, and Embodied Interaction",2023,,,,,,
10.1145/3565995,proceedings,,ACI '22: Proceedings of the Ninth International Conference on Animal-Computer Interaction,2022,,,,,,
10.1145/3578741,proceedings,,MLNLP '22: Proceedings of the 2022 5th International Conference on Machine Learning and Natural Language Processing,2022,,,,,,
10.1145/3578837,proceedings,,ICEEL '22: Proceedings of the 2022 6th International Conference on Education and E-Learning,2022,,,,,,
10.1145/3594739,proceedings,,UbiComp/ISWC '23 Adjunct: Adjunct Proceedings of the 2023 ACM International Joint Conference on Pervasive and Ubiquitous Computing &amp; the 2023 ACM International Symposium on Wearable Computing,2023,,,,,,
10.1145/3615366,proceedings,,LADC '23: Proceedings of the 12th Latin-American Symposium on Dependable and Secure Computing,2023,,,,,,
10.1145/3745900,proceedings,,AHs '25: Proceedings of the Augmented Humans International Conference 2025,2025,,,,,,
10.1145/3626252,proceedings,,SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,,,,,"Welcome to the 55th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2024)! This year, we have returned to Portland, Oregon. We hope that, like us, you are looking forward to a highly productive and engaging symposium that provides ample opportunity to renew old relationships, build new connections, and learn about the latest advances in our field. While we are sure that there will be a few surprises along the way, we hope and expect that we won't experience anything nearly as disruptive as the opening days of the pandemic, which occurred when we last tried to gather here in 2020.Our theme for this year's symposium is ""Blazing New Trails in CS Education."" This broad theme captures the exceptional work being performed by this community to enhance our teaching, improve our assessments, attract diverse students, and all of the other laudable projects, initiatives, and undertakings that affect positive change. The breadth of the program is substantial - there truly should be something for everyone. In fact, your biggest challenge may be deciding which session to attend in each time slot because there is so much going on! We know that many of you want to attend as many sessions as possible while you are here in Portland, but we encourage you to also find a little bit of time for yourself so that you leave Portland refreshed, renewed and encouraged, rather than exhausted or burnt out.",
10.1145/3616855,proceedings,,WSDM '24: Proceedings of the 17th ACM International Conference on Web Search and Data Mining,2024,,,,,"It is our great pleasure to welcome you to the 17th ACM International Conference on Web Search and Data Mining - WSDM 2024. WSDM is one of the premier conferences in the fields of web search and data mining, with a dynamic and growing community from academia and industry. After two years of virtual conferences and in-person conferences in Singapore, the 2024 edition is an in-person conference with virtual elements. We hope you enjoy the conference at the ""Centro Internacional de Congresos de Yucatan (CIC)"" in Merida from March 4 to March 8, 2024.We are excited to kick off the program with a dynamic mix of Tutorials and Industry Day. Our seven tutorials will cover a broad range of search and data mining topics. Industry Day will provide valuable insights from leaders at major technology companies. The core technical program continues WSDM's tradition of a single-track format, featuring 109 thought-provoking papers from both academic and industry experts. We're honored to have inspiring keynote speakers each day: Nicolas Christin (CMU), Elizabeth Reid (Google), and Saiph Savage (Civic A.I. Lab). Additionally, 17 interactive demonstrations will showcase the latest prototypes and systems. The final day offers a stimulating Doctoral Consortium and six engaging workshops on topics including integrity in social networks, large language model for society, psychology-informed information access system, interactive and scalable information retrieval system and machine learning on graphs. WSDM 2024 proudly presents WSDM day on information retrieval and Web in the region. WSDM Cup Day highlights finalists' presentations addressing challenges in Conversational Multi-Doc QA. This diverse and stimulating program promises to be an enriching experience for all!.",
10.1145/3635636,proceedings,,C&amp;C '24: Proceedings of the 16th Conference on Creativity &amp; Cognition,2024,,,,,,
10.1145/3607822,proceedings,,SUI '23: Proceedings of the 2023 ACM Symposium on Spatial User Interaction,2023,,,,,,
10.1145/3728199,proceedings,,CNML '25: Proceedings of the 2025 3rd International Conference on Communication Networks and Machine Learning,2025,,,,,,
